sample_id,parent_source_id,image_path,nucleus_contour_path,cytoplasm_contour_path,technical_valid,technical_exclusion_reason,width,height,diagnostic_class_if_available,image_mode,dtype,nucleus_points,cytoplasm_points,nucleus_area_gt_pixels,cell_area_gt_pixels,cytoplasm_only_area_gt_pixels,nucleus_perimeter_gt_pixels,nucleus_outside_cell_pixels,nc_ratio_defined,circularity_defined
Superficial-Intermediate__097_07,Superficial-Intermediate__097,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\097_07.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\097_07_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\097_07_cyt.dat,TRUE,,317,327,Superficial-Intermediate,RGB,uint8,17,52,2074,68700,66626,208,0,TRUE,TRUE
Superficial-Intermediate__097_08,Superficial-Intermediate__097,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\097_08.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\097_08_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\097_08_cyt.dat,TRUE,,418,319,Superficial-Intermediate,RGB,uint8,16,59,2411,71003,68592,228,0,TRUE,TRUE
Superficial-Intermediate__097_09,Superficial-Intermediate__097,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\097_09.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\097_09_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\097_09_cyt.dat,TRUE,,289,278,Superficial-Intermediate,RGB,uint8,15,50,2358,46064,43706,224,0,TRUE,TRUE
Superficial-Intermediate__097_10,Superficial-Intermediate__097,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\097_10.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\097_10_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\097_10_cyt.dat,TRUE,,340,312,Superficial-Intermediate,RGB,uint8,19,56,1821,56046,54225,198,0,TRUE,TRUE
Superficial-Intermediate__097_11,Superficial-Intermediate__097,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\097_11.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\097_11_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\097_11_cyt.dat,TRUE,,331,302,Superficial-Intermediate,RGB,uint8,16,49,2049,64129,62080,204,0,TRUE,TRUE
Superficial-Intermediate__097_12,Superficial-Intermediate__097,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\097_12.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\097_12_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\097_12_cyt.dat,TRUE,,290,363,Superficial-Intermediate,RGB,uint8,21,50,2039,55471,53432,212,0,TRUE,TRUE
Superficial-Intermediate__098_01,Superficial-Intermediate__098,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_01.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_01_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_01_cyt.dat,TRUE,,246,385,Superficial-Intermediate,RGB,uint8,19,67,2482,52403,49921,226,0,TRUE,TRUE
Superficial-Intermediate__098_02,Superficial-Intermediate__098,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_02.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_02_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_02_cyt.dat,TRUE,,354,413,Superficial-Intermediate,RGB,uint8,15,62,775,93033,92258,138,0,TRUE,TRUE
Superficial-Intermediate__098_03,Superficial-Intermediate__098,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_03.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_03_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_03_cyt.dat,TRUE,,320,270,Superficial-Intermediate,RGB,uint8,15,45,1993,62457,60464,210,0,TRUE,TRUE
Superficial-Intermediate__098_04,Superficial-Intermediate__098,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_04.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_04_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_04_cyt.dat,TRUE,,319,331,Superficial-Intermediate,RGB,uint8,18,55,2680,57966,55286,236,0,TRUE,TRUE
Superficial-Intermediate__098_05,Superficial-Intermediate__098,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_05.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_05_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_05_cyt.dat,TRUE,,290,206,Superficial-Intermediate,RGB,uint8,20,40,1184,35117,33933,164,0,TRUE,TRUE
Superficial-Intermediate__098_06,Superficial-Intermediate__098,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_06.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_06_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_06_cyt.dat,TRUE,,368,293,Superficial-Intermediate,RGB,uint8,16,47,1704,57300,55596,192,0,TRUE,TRUE
Superficial-Intermediate__098_07,Superficial-Intermediate__098,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_07.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_07_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_07_cyt.dat,TRUE,,357,284,Superficial-Intermediate,RGB,uint8,16,42,1759,51923,50164,200,0,TRUE,TRUE
Superficial-Intermediate__098_08,Superficial-Intermediate__098,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_08.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_08_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_08_cyt.dat,TRUE,,301,211,Superficial-Intermediate,RGB,uint8,15,40,2069,32463,30394,230,0,TRUE,TRUE
Superficial-Intermediate__098_09,Superficial-Intermediate__098,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_09.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_09_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\098_09_cyt.dat,TRUE,,218,301,Superficial-Intermediate,RGB,uint8,14,45,1836,40679,38843,202,0,TRUE,TRUE
Superficial-Intermediate__099_01,Superficial-Intermediate__099,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_01.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_01_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_01_cyt.dat,TRUE,,334,247,Superficial-Intermediate,RGB,uint8,15,47,1664,43041,41377,208,0,TRUE,TRUE
Superficial-Intermediate__099_02,Superficial-Intermediate__099,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_02.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_02_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_02_cyt.dat,TRUE,,354,322,Superficial-Intermediate,RGB,uint8,19,57,1992,54834,52842,216,0,TRUE,TRUE
Superficial-Intermediate__099_03,Superficial-Intermediate__099,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_03.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_03_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_03_cyt.dat,TRUE,,281,270,Superficial-Intermediate,RGB,uint8,20,43,1392,39856,38464,186,0,TRUE,TRUE
Superficial-Intermediate__099_04,Superficial-Intermediate__099,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_04.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_04_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_04_cyt.dat,TRUE,,289,230,Superficial-Intermediate,RGB,uint8,19,45,2022,35328,33306,214,0,TRUE,TRUE
Superficial-Intermediate__099_05,Superficial-Intermediate__099,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_05.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_05_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_05_cyt.dat,TRUE,,306,206,Superficial-Intermediate,RGB,uint8,19,45,2585,36450,33865,230,0,TRUE,TRUE
Superficial-Intermediate__099_06,Superficial-Intermediate__099,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_06.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_06_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_06_cyt.dat,TRUE,,283,286,Superficial-Intermediate,RGB,uint8,16,46,2099,53413,51314,228,0,TRUE,TRUE
Superficial-Intermediate__099_07,Superficial-Intermediate__099,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_07.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_07_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_07_cyt.dat,TRUE,,355,355,Superficial-Intermediate,RGB,uint8,18,53,2373,74068,71695,218,0,TRUE,TRUE
Superficial-Intermediate__099_08,Superficial-Intermediate__099,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_08.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_08_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_08_cyt.dat,TRUE,,284,238,Superficial-Intermediate,RGB,uint8,15,44,1573,41424,39851,200,0,TRUE,TRUE
Superficial-Intermediate__099_09,Superficial-Intermediate__099,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_09.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_09_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\099_09_cyt.dat,TRUE,,431,319,Superficial-Intermediate,RGB,uint8,15,49,2544,94695,92151,228,0,TRUE,TRUE
Superficial-Intermediate__100_01,Superficial-Intermediate__100,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\100_01.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\100_01_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\100_01_cyt.dat,TRUE,,389,306,Superficial-Intermediate,RGB,uint8,15,51,1736,76289,74553,190,0,TRUE,TRUE
Superficial-Intermediate__100_02,Superficial-Intermediate__100,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\100_02.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\100_02_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\100_02_cyt.dat,TRUE,,361,323,Superficial-Intermediate,RGB,uint8,14,54,1496,70567,69071,178,0,TRUE,TRUE
Superficial-Intermediate__100_03,Superficial-Intermediate__100,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\100_03.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\100_03_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\100_03_cyt.dat,TRUE,,315,283,Superficial-Intermediate,RGB,uint8,15,56,1407,52351,50944,196,0,TRUE,TRUE
Superficial-Intermediate__100_04,Superficial-Intermediate__100,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\100_04.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\100_04_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\100_04_cyt.dat,TRUE,,341,303,Superficial-Intermediate,RGB,uint8,20,54,3110,58951,55841,260,0,TRUE,TRUE
Superficial-Intermediate__100_05,Superficial-Intermediate__100,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\100_05.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\100_05_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\100_05_cyt.dat,TRUE,,284,256,Superficial-Intermediate,RGB,uint8,17,51,3230,48322,45092,258,0,TRUE,TRUE
Superficial-Intermediate__100_06,Superficial-Intermediate__100,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\100_06.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\100_06_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\100_06_cyt.dat,TRUE,,322,293,Superficial-Intermediate,RGB,uint8,18,91,1458,47618,46160,204,0,TRUE,TRUE
Superficial-Intermediate__100_07,Superficial-Intermediate__100,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\100_07.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\100_07_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\100_07_cyt.dat,TRUE,,373,318,Superficial-Intermediate,RGB,uint8,18,61,1666,68501,66835,186,0,TRUE,TRUE
Superficial-Intermediate__101_01,Superficial-Intermediate__101,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\101_01.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\101_01_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\101_01_cyt.dat,TRUE,,325,344,Superficial-Intermediate,RGB,uint8,18,62,1850,67102,65252,202,0,TRUE,TRUE
Superficial-Intermediate__101_02,Superficial-Intermediate__101,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\101_02.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\101_02_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\101_02_cyt.dat,TRUE,,355,252,Superficial-Intermediate,RGB,uint8,17,57,1495,57955,56460,202,0,TRUE,TRUE
Superficial-Intermediate__101_03,Superficial-Intermediate__101,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\101_03.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\101_03_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\101_03_cyt.dat,TRUE,,385,260,Superficial-Intermediate,RGB,uint8,14,61,1602,62247,60645,184,0,TRUE,TRUE
Superficial-Intermediate__101_04,Superficial-Intermediate__101,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\101_04.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\101_04_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\101_04_cyt.dat,TRUE,,352,236,Superficial-Intermediate,RGB,uint8,17,46,2010,51557,49547,208,0,TRUE,TRUE
Superficial-Intermediate__101_05,Superficial-Intermediate__101,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\101_05.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\101_05_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\101_05_cyt.dat,TRUE,,312,247,Superficial-Intermediate,RGB,uint8,16,37,1275,40692,39417,174,0,TRUE,TRUE
Superficial-Intermediate__101_06,Superficial-Intermediate__101,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\101_06.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\101_06_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\101_06_cyt.dat,TRUE,,424,275,Superficial-Intermediate,RGB,uint8,17,51,2520,72807,70287,228,0,TRUE,TRUE
Superficial-Intermediate__101_07,Superficial-Intermediate__101,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\101_07.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\101_07_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\101_07_cyt.dat,TRUE,,318,413,Superficial-Intermediate,RGB,uint8,16,57,2700,74639,71939,240,0,TRUE,TRUE
Superficial-Intermediate__102_01,Superficial-Intermediate__102,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_01.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_01_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_01_cyt.dat,TRUE,,265,304,Superficial-Intermediate,RGB,uint8,18,52,1469,52864,51395,174,0,TRUE,TRUE
Superficial-Intermediate__102_02,Superficial-Intermediate__102,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_02.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_02_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_02_cyt.dat,TRUE,,357,328,Superficial-Intermediate,RGB,uint8,17,56,1413,72526,71113,180,0,TRUE,TRUE
Superficial-Intermediate__102_03,Superficial-Intermediate__102,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_03.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_03_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_03_cyt.dat,TRUE,,348,294,Superficial-Intermediate,RGB,uint8,15,54,1223,63591,62368,160,0,TRUE,TRUE
Superficial-Intermediate__102_04,Superficial-Intermediate__102,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_04.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_04_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_04_cyt.dat,TRUE,,355,296,Superficial-Intermediate,RGB,uint8,14,56,1807,57634,55827,198,0,TRUE,TRUE
Superficial-Intermediate__102_05,Superficial-Intermediate__102,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_05.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_05_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_05_cyt.dat,TRUE,,320,290,Superficial-Intermediate,RGB,uint8,17,51,2123,49983,47860,206,0,TRUE,TRUE
Superficial-Intermediate__102_06,Superficial-Intermediate__102,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_06.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_06_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_06_cyt.dat,TRUE,,363,279,Superficial-Intermediate,RGB,uint8,18,52,2362,62390,60028,220,0,TRUE,TRUE
Superficial-Intermediate__102_07,Superficial-Intermediate__102,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_07.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_07_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_07_cyt.dat,TRUE,,304,296,Superficial-Intermediate,RGB,uint8,19,78,1827,44329,42502,202,0,TRUE,TRUE
Superficial-Intermediate__102_08,Superficial-Intermediate__102,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_08.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_08_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\102_08_cyt.dat,TRUE,,368,254,Superficial-Intermediate,RGB,uint8,18,43,2186,57371,55185,214,0,TRUE,TRUE
Superficial-Intermediate__103_01,Superficial-Intermediate__103,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\103_01.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\103_01_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\103_01_cyt.dat,TRUE,,398,328,Superficial-Intermediate,RGB,uint8,17,58,2138,80600,78462,208,0,TRUE,TRUE
Superficial-Intermediate__103_02,Superficial-Intermediate__103,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\103_02.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\103_02_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\103_02_cyt.dat,TRUE,,312,316,Superficial-Intermediate,RGB,uint8,16,49,1791,56182,54391,206,0,TRUE,TRUE
Superficial-Intermediate__103_03,Superficial-Intermediate__103,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\103_03.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\103_03_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\103_03_cyt.dat,TRUE,,317,203,Superficial-Intermediate,RGB,uint8,18,41,2141,36703,34562,212,0,TRUE,TRUE
Superficial-Intermediate__103_04,Superficial-Intermediate__103,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\103_04.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\103_04_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\103_04_cyt.dat,TRUE,,363,307,Superficial-Intermediate,RGB,uint8,16,56,2530,73184,70654,230,0,TRUE,TRUE
Superficial-Intermediate__103_05,Superficial-Intermediate__103,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\103_05.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\103_05_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\103_05_cyt.dat,TRUE,,346,293,Superficial-Intermediate,RGB,uint8,16,48,1503,54881,53378,178,0,TRUE,TRUE
Superficial-Intermediate__103_06,Superficial-Intermediate__103,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\103_06.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\103_06_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\103_06_cyt.dat,TRUE,,355,293,Superficial-Intermediate,RGB,uint8,17,54,1759,61074,59315,194,0,TRUE,TRUE
Superficial-Intermediate__103_07,Superficial-Intermediate__103,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\103_07.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\103_07_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\103_07_cyt.dat,TRUE,,379,339,Superficial-Intermediate,RGB,uint8,22,49,2554,61344,58790,236,0,TRUE,TRUE
Superficial-Intermediate__104_01,Superficial-Intermediate__104,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\104_01.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\104_01_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\104_01_cyt.dat,TRUE,,361,357,Superficial-Intermediate,RGB,uint8,16,51,1747,76804,75057,190,0,TRUE,TRUE
Superficial-Intermediate__104_02,Superficial-Intermediate__104,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\104_02.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\104_02_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\104_02_cyt.dat,TRUE,,287,321,Superficial-Intermediate,RGB,uint8,17,31,2016,53615,51599,210,0,TRUE,TRUE
Superficial-Intermediate__104_03,Superficial-Intermediate__104,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\104_03.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\104_03_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\104_03_cyt.dat,TRUE,,300,251,Superficial-Intermediate,RGB,uint8,15,45,2812,47156,44344,242,0,TRUE,TRUE
Superficial-Intermediate__104_04,Superficial-Intermediate__104,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\104_04.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\104_04_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\104_04_cyt.dat,TRUE,,403,321,Superficial-Intermediate,RGB,uint8,17,32,2425,78662,76237,236,0,TRUE,TRUE
Superficial-Intermediate__104_05,Superficial-Intermediate__104,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\104_05.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\104_05_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\104_05_cyt.dat,TRUE,,331,233,Superficial-Intermediate,RGB,uint8,17,42,1969,47297,45328,220,0,TRUE,TRUE
Superficial-Intermediate__104_06,Superficial-Intermediate__104,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\104_06.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\104_06_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\104_06_cyt.dat,TRUE,,315,277,Superficial-Intermediate,RGB,uint8,20,42,2578,60830,58252,230,0,TRUE,TRUE
Superficial-Intermediate__105_01,Superficial-Intermediate__105,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\105_01.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\105_01_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\105_01_cyt.dat,TRUE,,308,423,Superficial-Intermediate,RGB,uint8,16,55,1763,61541,59778,204,0,TRUE,TRUE
Superficial-Intermediate__105_02,Superficial-Intermediate__105,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\105_02.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\105_02_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\105_02_cyt.dat,TRUE,,280,358,Superficial-Intermediate,RGB,uint8,18,59,2140,60195,58055,210,0,TRUE,TRUE
Superficial-Intermediate__105_03,Superficial-Intermediate__105,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\105_03.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\105_03_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\105_03_cyt.dat,TRUE,,357,315,Superficial-Intermediate,RGB,uint8,17,47,1836,69856,68020,192,0,TRUE,TRUE
Superficial-Intermediate__105_04,Superficial-Intermediate__105,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\105_04.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\105_04_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\105_04_cyt.dat,TRUE,,353,234,Superficial-Intermediate,RGB,uint8,16,55,1808,54931,53123,196,0,TRUE,TRUE
Superficial-Intermediate__106_01,Superficial-Intermediate__106,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\106_01.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\106_01_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\106_01_cyt.dat,TRUE,,309,311,Superficial-Intermediate,RGB,uint8,17,50,1718,52315,50597,192,0,TRUE,TRUE
Superficial-Intermediate__106_02,Superficial-Intermediate__106,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\106_02.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\106_02_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\106_02_cyt.dat,TRUE,,288,272,Superficial-Intermediate,RGB,uint8,16,43,2026,47748,45722,216,0,TRUE,TRUE
Superficial-Intermediate__106_03,Superficial-Intermediate__106,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\106_03.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\106_03_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\106_03_cyt.dat,TRUE,,277,268,Superficial-Intermediate,RGB,uint8,15,51,2035,47768,45733,204,0,TRUE,TRUE
Superficial-Intermediate__106_04,Superficial-Intermediate__106,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\106_04.bmp,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\106_04_nuc.dat,data\raw\sipakmed\im_Superficial-Intermediate\CROPPED\106_04_cyt.dat,TRUE,,289,284,Superficial-Intermediate,RGB,uint8,19,49,1800,45532,43732,196,0,TRUE,TRUE
